REGION,PROVINCIA,DISTRITO,CODIGO,NOMBRE,CATEGORIA,TIPO,SUBTIPO,URL,LATITUD,LONGITUD
Cusco,Espinar,SUYCKUTAMBO,"2,596",Grupo Arqueológico De Taqrachullo,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2596,-71.605751,-14.96874
Cusco,Cusco,SANTIAGO,"2,597",Sitio Arqueologico Qhataqasapatallaqta,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2597,-71.98876200000001,-13.535374
Cusco,Espinar,COPORAQUE,"2,598",Zona Arqueológica De Maukallaqta,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2598,-71.96786500000002,-13.704948
Cusco,Espinar,COPORAQUE,"2,599",Pueblo De Apachaco,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2599,-71.53480619510651,-14.869837043684672
Cusco,Cusco,CUSCO,"2,600",Plaza De Armas Del Cusco,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Plazas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2600,-71.97887600000001,-13.516653
Cusco,Espinar,COPORAQUE,"2,601",Machu Puente,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Puentes,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2601,-71.51900593981168,-14.874911642052957
Puno,San Roman,JULIACA,"2,603",Galeria Artesanal Las Calceteras,3. FOLCLORE,Ferias y Mercados,Mercados  Artesanales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2603,-70.1358,-15.494
Cusco,Chumbivilcas,SANTO TOMAS,"2,604",Templo Colonial De Santo Tomas,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2604,-72.08172489814757,-14.450137663421799
Cusco,Paruro,YAURISQUE,"2,605",Aguas Termales De Yaurisque,1. SITIOS NATURALES,Agua termo-mineral,Aguas Termales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2605,-71.92382145767215,-13.66068532137219
Cusco,Chumbivilcas,LIVITACA,"2,606",Grutas De Warari,1. SITIOS NATURALES,Cavidades naturales,Grutas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2606,-71.69890599999997,-14.319438
Cusco,Paruro,HUANOQUITE,"2,607",Templo Colonial De Todos Los Santos (Huanoquite),2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2607,-72.01775199999997,-13.682109
Cusco,Chumbivilcas,SANTO TOMAS,"2,608",Costumbre El Takanacuy,3. FOLCLORE,Creencias Populares,Costumbres,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2608,-72.0833,-14.4505
Cusco,Paruro,PACCARITAMBO,"2,610",Leyenda De Los Hermanos Ayar,3. FOLCLORE,Creencias Populares,Leyendas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2610,-71.9564,-13.7559
Cusco,Calca,CALCA,"2,611",Sitio Arqueológico De Ankasmarka,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2611,-71.90643799999998,-13.2382
Cusco,Canchis,SICUANI,"2,612",Templo De Pampa K`Uchu,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2612,-71.22495661474989,-14.268205591523229
Cusco,Calca,LARES,"2,613",Pueblo De Choqecancha,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2613,-72.03554810052498,-13.03769485055782
Cusco,Canchis,SICUANI,"2,614",Templo Matriz De Sicuani,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2614,-71.22695970800402,-14.272687143711307
Cusco,Cusco,CUSCO,"2,615",Museo De Arte Pre-Colombino,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2615,-71.97739567361066,-13.515023846001502
Cusco,Calca,PISAC,"2,616",Centro De Exposicion De Tejidos Y Camelidos Awanacancha,"4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS",Explotaciones Industriales,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2616,-71.84666944444444,-13.4225
Cusco,Calca,PISAC,"2,617",Pueblo De Pisaq,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2617,-71.85038299999997,-13.420904
Cusco,Calca,SAN SALVADOR,"2,618",Festividad Del Señor De Huanca,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2618,-71.7802,-13.4938
Cusco,Calca,CALCA,"2,619",Festividad De La Virgen Asunta De Calca,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2619,-71.958,-13.3232
Cusco,Chumbivilcas,LIVITACA,"2,620",Costumbre Batalla Ritual Del Tupay Toqto,3. FOLCLORE,Creencias Populares,Costumbres,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2620,-71.6893,-14.3131
Cusco,Calca,PISAC,"2,621",Festividad De La Virgen Del Carmen De Pisac,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2621,-71.8502,-13.4219
Cusco,Canchis,MARANGANI,"2,624",Centro Experimental La Raya,"4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS",Centros Científicos y Técnicos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2624,-71.04622382139587,-14.473766254070934
Cusco,Calca,LAMAY,"2,625",Aguas Termales De Ccaccato,1. SITIOS NATURALES,Agua termo-mineral,Aguas Termales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2625,-71.90693699999997,-13.35703
Cusco,Calca,CALCA,"2,626",Aguas Termales De Minas Moqo,1. SITIOS NATURALES,Agua termo-mineral,Aguas Termales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2626,-71.95605799999998,-13.321732
Cusco,Canchis,MARANGANI,"2,627",Fabrica De Tejidos Marangani,"4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS",Explotaciones Industriales,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2627,-71.19505555555554,-14.328888888888888
Cusco,Canchis,SAN PEDRO,"2,630",Aguas Termales De Marcani,1. SITIOS NATURALES,Agua termo-mineral,Aguas Termales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2630,-71.34050000000002,-14.1847
Puno,San Roman,CARACOTO,"2,633",Templo San Felipe Apostol,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2633,-70.10298499999999,-15.567865
Huanuco,Yarowilca,CHAVINILLO,"2,634",Río Marañon,1. SITIOS NATURALES,Corrientes de agua,Ríos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2634,-76.77492881216432,-9.54519446727349
Huanuco,Yarowilca,CHAVINILLO,"2,635",Mirador De La Zona Alto Andina (Huamash),1. SITIOS NATURALES,a. Montañas,Cerros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2635,-76.60119600000001,-9.769028
Ancash,Huaylas,CARAZ,"2,636",Templo De Piedra De Caraz,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2636,-77.81005833333336,-9.048005555555555
Ancash,Huaylas,CARAZ,"2,637",Club Unión De Caraz,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2637,-77.81059722222221,-9.047913888888889
Huanuco,Yarowilca,CHAVINILLO,"2,638",Chusco Cocha (Cuatro Lagunas),1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2638,-76.51800513267517,-9.72267760405492
Huanuco,Yarowilca,CHAVINILLO,"2,639",Sitio Arqueologico Pre - Inca De Mazur,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2639,-76.60102799999998,-9.855526
Huanuco,Yarowilca,CHAVINILLO,"2,640",Iglesia Matriz San Juan Bautista,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2640,-76.58301115036011,-9.783159604483945
Huanuco,Yarowilca,CHAVINILLO,"2,642",Danza De Pallas Chavinillo,3. FOLCLORE,Músicas y Danzas,,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2642,-76.6237,-9.84497
Huanuco,Yarowilca,CHAVINILLO,"2,643",Carnaval En Chavinillo,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,"Fiestas Tradicionales(Herranza, carnavales, otros)",http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2643,-76.6237,-9.84497
Huanuco,Yarowilca,APARICIO POMARES,"2,644",Castillo De Chupan - Aparicio Pomares,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Palacio,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2644,-76.64924000000002,-9.747088
Huanuco,Yarowilca,CHACABAMBA,"2,646",Cataratas De Muruhuayin - Shulluyacu,1. SITIOS NATURALES,Caídas de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2646,-76.60910000000001,-9.8941
San Martin,Moyobamba,MOYOBAMBA,"2,651",Semana Turistica De Moyobamba,5. ACONTECIMIENTOS PROGRAMADOS,Eventos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2651,-76.972,-6.02852
San Martin,Moyobamba,MOYOBAMBA,"2,652",Fiesta De Corpus Christi,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2652,-76.972,-6.02852
San Martin,Moyobamba,MOYOBAMBA,"2,653",Fiestas Tradicionales De San Juan Y San Pedro,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2653,-76.972,-6.02852
Huanuco,Huanuco,CHINCHAO,"2,654",Relicto Historico De Micho,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2654,-76.06521606445312,-9.634345791083848
Huanuco,Huanuco,CHINCHAO,"2,655",Sitio Arqueologico Relicto Historico De Tungra,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2655,-76.06543064117431,-9.63438810114273
Huanuco,Huanuco,CHINCHAO,"2,656",Cristo De Las Rocas,1. SITIOS NATURALES,Zonas paisajísticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2656,-76.0932719707489,-9.83101664754275
Huanuco,Huanuco,CHINCHAO,"2,657",Bosque De Neblina De Carpish,1. SITIOS NATURALES,n. Áreas Protegidas,Bosques de protección,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2657,-76.10203742980957,-9.723206340367465
Huanuco,Huanuco,CHINCHAO,"2,658",Laguna De Quiullacocha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2658,-76.47636651992798,-9.528046241938714
Pasco,Pasco,VICCO,"2,659",Laguna San Gregorio,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2659,-76.25885009765625,-10.897199331063353
Pasco,Pasco,VICCO,"2,660",Lacshahuanca,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Fortalezas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2660,-76.27670288085937,-10.810712456390836
Ucayali,Coronel Portillo,YARINACOCHA,"2,664",Caño Panaillo,1. SITIOS NATURALES,Zonas paisajísticas,Lugares pintorescos de flora y fauna,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2664,-74.63004112243652,-8.064838466067772
Cusco,Canchis,CHECACUPE,"2,668",Templo De La Virgen Inmaculada De Checacupe,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2668,-71.45335730919265,-14.02536077302041
Cusco,Cusco,SAN SEBASTIAN,"2,669",Parque Arqueológico Choquequirao Puquio,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2669,-72.87362462698366,-13.392446887785681
Cusco,Canchis,SAN PEDRO,"2,670",Pueblo De Raqchi,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2670,-71.37084451058962,-14.173947721355379
Cusco,La Convencion,KIMBIRI,"2,673",Comunidad Nativa De Ashaninca De Sampantuari,3. FOLCLORE,Etnias,Selva,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2673,-73.7813,-12.61
Cusco,Cusco,SAN SEBASTIAN,"2,675",Grupo Arqueológico Inkilltambo,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2675,-71.95255875463101,-13.502798448093536
Cusco,Canchis,MARANGANI,"2,678",Quebrada La Raya,1. SITIOS NATURALES,d. Quebradas,Quebradas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2678,-70.98928144047545,-14.483326684868622
Cusco,Canchis,SICUANI,"2,680",Aguas Termales De Uyurmiri,1. SITIOS NATURALES,Agua termo-mineral,Aguas Termales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2680,-71.21808816204071,-14.226457617462456
Cusco,Urubamba,CHINCHERO,"2,682",Laguna De Piuray,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2682,-72.03187617462157,-13.418457478599027
Cusco,Urubamba,MACHUPICCHU,"2,684",Aguas Termales De Machupicchu Pueblo,1. SITIOS NATURALES,Agua termo-mineral,Aguas Termales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2684,-72.52101600000009,-13.150643059344144
Cusco,Canas,PAMPAMARCA,"2,685",Pueblo De Pampamarca,2. MANIFESTACIONES CULTURALES,Pueblos,Históricos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2685,-71.4597607962952,-14.14742680686251
Cusco,Urubamba,CHINCHERO,"2,686",Feria De Chinchero,3. FOLCLORE,Ferias y Mercados,Ferias Artesanales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2686,-72.0473,-13.3935
Cusco,Quispicanchi,OCONGATE,"2,690",Festividad Del Señor De Qoyllor Riti,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2690,-71.3866,-13.6286
Cusco,Espinar,COPORAQUE,"2,692",Formación Rocosa De Chaco,1. SITIOS NATURALES,a. Montañas,Bosque de Piedra,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2692,-71.56738732800295,-14.923000058566702
Cusco,Espinar,ESPINAR,"2,694",Templo De Santa Ana De Yauri,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2694,-71.4132585767212,-14.793419288914848
Cusco,Cusco,CUSCO,"2,695",Grupo Arqueológico Colcampata.,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2695,-71.97969138622284,-13.512976491698866
Cusco,Cusco,CUSCO,"2,697",Barrio Tradicional De San Pedro,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Barrios tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2697,-71.98340845767211,-13.520678058286675
Cusco,Chumbivilcas,SANTO TOMAS,"2,698",Zona Arqueológica  De Wamanmarca,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2698,-72.08192886242676,-14.449771389270673
Cusco,Chumbivilcas,SANTO TOMAS,"2,699",Aguas Termales De Chuqkcho,1. SITIOS NATURALES,Agua termo-mineral,Aguas Termales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2699,-72.08198005886078,-14.465932473507571
Cusco,Chumbivilcas,VELILLE,"2,703",Bosque De Cayara,1. SITIOS NATURALES,Zonas paisajísticas,Bosques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2703,-71.88563099999999,-14.510847
Cusco,Cusco,CUSCO,"2,705",Centro Qosqo De Arte Nativo,3. FOLCLORE,Músicas y Danzas,Música y Danzas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2705,,
Cajamarca,Contumaza,CONTUMAZA,"2,706",Mirador La Ermita,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Miradores,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2706,-78.802707,-7.367854
Cajamarca,Contumaza,CONTUMAZA,"2,708",Manantial El Kike,1. SITIOS NATURALES,j. Manantiales,Manantiales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2708,-78.80519600000002,-7.366245
Cajamarca,Contumaza,YONAN,"2,709",Museo De Sitio San Isidro,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2709,-79.13043648004532,-7.253237957831429
Cusco,Paucartambo,CHALLABAMBA,"2,710",Mirador De Tres Cruces,1. SITIOS NATURALES,Zonas paisajísticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2710,-71.61156099999994,-13.120603758978108
Cusco,Acomayo,ACOMAYO,"2,712",Capilla De Santa Barbara,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Capilla,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2712,-71.68193868220902,-13.91923237931214
Cusco,Cusco,CUSCO,"2,715",Quebrada De Chakan,1. SITIOS NATURALES,d. Quebradas,Quebradas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2715,-71.98168610450745,-13.50982370558322
Ica,Nazca,EL INGENIO,"2,718",Casa Museo Maria Reiche,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2718,,
Ica,Ica,ICA,"2,719",Museo De Piedras Grabadas,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2719,-75.72845935821533,-14.067829136341453
Ica,Nazca,NASCA,"2,722",Museo Didáctico Antonini,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2722,-74.93064969778061,-14.82527139140959
Lima,Canta,SANTA ROSA DE QUIVES,"2,725",Petroglifos De Checta,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2725,-76.811984,-11.693463
Cusco,La Convencion,ECHARATE,"2,730",Santuario Nacional Megantoni,1. SITIOS NATURALES,n. Áreas Protegidas,Santuarios Nacionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2730,-72.28372150793456,-12.260911635742389
San Martin,Moyobamba,MOYOBAMBA,"2,732",Festival De La Orquídea,5. ACONTECIMIENTOS PROGRAMADOS,Eventos,Festivales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2732,-76.972,-6.02852
Arequipa,Castilla,ANDAGUA,"2,734",Mirador De Antaymarca,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Miradores,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2734,-72.3397108912468,-15.515117015878187
Arequipa,Arequipa,AREQUIPA,"2,735",Museo Santuarios Andinos,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2735,-71.53761506080627,-16.399558496688872
Arequipa,Caylloma,SIBAYO,"2,736",Agua Termal Qollpa Pampa (Pampa Con Salitre),1. SITIOS NATURALES,Agua termo-mineral,Aguas Termales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2736,-71.45576618650818,-15.480399000000003
Arequipa,Caraveli,ATIQUIPA,"2,737",Lomas De Atiquipa Y Taimara,1. SITIOS NATURALES,Costas,Lomas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2737,-74.37559604644775,-15.756529819343201
Arequipa,La Union,PUYCA,"2,739",Geiseres De Occoruro,1. SITIOS NATURALES,o. Otros,,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2739,-72.51632673005974,-14.955201583101946
Arequipa,Caylloma,LLUTA,"2,740",Pueblo De Taya,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2740,-71.92957200000001,-16.018424
Arequipa,Arequipa,VITOR,"2,741",Valle De Vitor,1. SITIOS NATURALES,c. Valles,Valles,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2741,-71.92951798439026,-16.46647038481464
Arequipa,Caraveli,ATIQUIPA,"2,742",Complejo Arqueologico Quebrada De La Waca O Puerto Inka,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2742,-74.31025466910734,-15.839816745651241
Arequipa,Caylloma,MACA,"2,743",Iglesia Santa Ana De Maca,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2743,-71.76826894283294,-15.64066840259628
Arequipa,Arequipa,AREQUIPA,"2,744",Casa Tristan Del Pozo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2744,-71.53600037097931,-16.39808925879565
Arequipa,La Union,TORO,"2,746",Iglesia De Santa Catalina De Alejandria De Toro,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2746,-72.92864620685577,-15.264556635529993
Arequipa,Caraveli,BELLA UNIÓN,"2,747",Museo Paleontologico De Sacaco,2. MANIFESTACIONES CULTURALES,Museos y otros,,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2747,-74.73237230555725,-15.544557700434706
Arequipa,Caylloma,SIBAYO,"2,750",Arco Punko - Pashna Pacana,1. SITIOS NATURALES,Cavidades naturales,Grutas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2750,-71.45682801719664,-15.486304740630178
Arequipa,Castilla,ORCOPAMPA,"2,752",Laguna El Totoral,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2752,-72.31928586959839,-15.205504898318603
Arequipa,Caylloma,YANQUE,"2,753",Museo De Yanque,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2753,-71.65901184082037,-15.649191764351766
Arequipa,Caylloma,SIBAYO,"2,754",Río Colca,1. SITIOS NATURALES,Corrientes de agua,Ríos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2754,-71.97602069444275,-15.594939008079878
Arequipa,Caraveli,CARAVELÍ,"2,756",Bodegas Vitivinicolas De Caraveli,"4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS",Explotaciones Industriales,"Bodegas de pisco, vinos y/u otros licores",http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2756,-73.36516415211486,-15.772026101188183
Arequipa,Arequipa,JACOBO HUNTER,"2,757",Puente Ferrocarrilero De Tingo Grande,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Puentes,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2757,-71.57535490674593,-16.458890993894886
Arequipa,Arequipa,AREQUIPA,"2,760",Casa Irriberry,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2760,-71.53727173805237,-16.39791943373588
Arequipa,Caraveli,CARAVELÍ,"2,761",Complejo Arqueologico La Huarca,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2761,-73.31279313161639,-15.812999999999988
